playerID,yearID,teamID,G,AB,R,H,Doubles,Triples,HR,RBI,SB,SO,Walks HBP,AVG,OBP,SLG,OPS
gonzama01,2014,HOU,103,285,33,79,15,1,6,23,2,58,21,0.277,0.351,0.400,0.751
polanpl01,2011,PHI,122,469,46,130,14,0,5,50,3,44,45,0.277,0.373,0.339,0.712
kinslia01,2013,TEX,136,545,85,151,31,2,13,72,15,59,59,0.277,0.385,0.413,0.798
joycema01,2011,TBA,141,462,69,128,32,2,19,75,13,106,62,0.277,0.411,0.478,0.890
millela02,2010,PIT,113,379,38,105,21,3,4,34,5,62,34,0.277,0.367,0.380,0.747
pencehu01,2014,SFN,162,650,106,180,29,10,20,74,13,130,58,0.277,0.366,0.445,0.811
heywaja01,2010,ATL,142,520,83,144,29,5,18,72,11,128,103,0.277,0.475,0.456,0.931
mauerjo01,2014,MIN,120,455,60,126,27,2,4,55,3,96,73,0.277,0.437,0.371,0.809
paulsbe01,2015,COL,116,325,42,90,19,4,11,49,1,92,25,0.277,0.354,0.462,0.815
lindad01,2015,MIL,149,502,72,139,32,0,20,87,0,100,78,0.277,0.432,0.460,0.892
denorch01,2011,SDN,111,307,38,85,13,2,5,19,11,49,30,0.277,0.375,0.381,0.756
riosal01,2013,CHA,109,430,57,119,22,2,12,55,26,78,35,0.277,0.358,0.421,0.779
gardnbr01,2010,NYA,150,477,97,132,20,7,5,47,47,101,85,0.277,0.455,0.379,0.834
youngmi02,2012,TEX,156,611,79,169,27,3,8,67,2,70,37,0.277,0.337,0.370,0.707
encared01,2015,TOR,146,528,94,146,31,0,39,111,3,98,91,0.277,0.449,0.557,1.006
fowlede01,2014,HOU,116,434,61,120,21,4,8,35,11,108,71,0.276,0.440,0.399,0.839
freemfr01,2015,ATL,118,416,62,115,27,0,18,66,3,98,67,0.276,0.438,0.471,0.909
downsma01,2011,HOU,106,199,29,55,18,0,10,41,0,47,22,0.276,0.387,0.518,0.905
howarry01,2010,PHI,143,550,87,152,23,5,31,108,1,157,78,0.276,0.418,0.505,0.924
infanom01,2011,FLO,148,579,55,160,24,8,7,49,4,67,37,0.276,0.340,0.382,0.722
butlejo04,2015,TBA,88,257,30,71,12,0,8,30,5,82,19,0.276,0.350,0.416,0.767
borboju01,2010,TEX,137,438,60,121,11,4,3,42,15,59,21,0.276,0.324,0.340,0.664
izturma01,2011,LAA,122,449,51,124,35,0,5,38,9,65,44,0.276,0.374,0.388,0.762
vizquom01,2010,CHA,108,344,36,95,11,1,2,30,11,45,36,0.276,0.381,0.331,0.712
beltrca01,2015,NYA,133,478,57,132,34,1,19,67,0,85,49,0.276,0.379,0.471,0.849
rodrial01,2011,NYA,99,373,67,103,21,0,16,62,4,80,53,0.276,0.418,0.461,0.879
hechaad01,2014,MIA,146,536,53,148,20,10,1,34,7,86,32,0.276,0.336,0.356,0.692
barneda01,2011,CHN,143,529,66,146,23,6,2,43,9,67,32,0.276,0.336,0.353,0.690
rasmuco01,2010,SLN,144,464,85,128,28,3,23,66,12,148,73,0.276,0.433,0.498,0.931
chaveen01,2014,SEA,80,232,22,64,12,2,2,23,5,30,15,0.276,0.341,0.371,0.711
castrja01,2013,HOU,120,435,63,120,35,1,18,56,2,130,55,0.276,0.402,0.485,0.887
carpmi01,2011,SEA,79,290,27,80,17,1,12,46,0,81,22,0.276,0.352,0.466,0.817
gonzaad01,2014,LAN,159,591,83,163,41,0,27,116,1,112,67,0.276,0.389,0.482,0.871
byrdma01,2011,CHN,119,446,51,123,22,2,9,35,3,78,35,0.276,0.354,0.395,0.749
rasmuco01,2013,TOR,118,417,57,115,26,1,22,66,0,135,40,0.276,0.372,0.501,0.873
springe01,2015,HOU,102,388,59,107,19,2,16,41,16,109,58,0.276,0.425,0.459,0.884
schumsk01,2012,SLN,107,272,37,75,14,4,1,28,1,50,29,0.276,0.382,0.368,0.750
markani01,2014,BAL,155,642,81,177,27,1,14,50,4,84,70,0.276,0.385,0.386,0.771
choosh01,2015,TEX,149,555,94,153,32,3,22,82,4,147,92,0.276,0.441,0.463,0.905
youngmi02,2013,PHI,126,468,49,129,24,4,8,42,1,78,47,0.276,0.376,0.395,0.771
cabreas01,2010,CLE,97,381,39,105,16,1,3,29,6,60,30,0.276,0.354,0.346,0.701
jayjo02,2013,SLN,157,548,75,151,27,2,7,67,10,103,73,0.276,0.409,0.370,0.779
grichra01,2015,SLN,103,323,49,89,23,7,17,47,4,110,28,0.276,0.362,0.548,0.910
jasojo01,2012,SEA,108,294,41,81,19,2,10,50,5,51,62,0.276,0.486,0.456,0.942
bryankr01,2015,CHN,151,559,87,154,31,5,26,99,13,199,86,0.275,0.429,0.488,0.918
paredji01,2015,BAL,104,363,46,100,17,2,10,42,4,111,19,0.275,0.328,0.416,0.744
quentca01,2013,SDN,82,276,42,76,21,0,13,44,0,55,40,0.275,0.420,0.493,0.913
milesaa01,2011,LAN,136,454,49,125,17,3,3,45,4,49,29,0.275,0.339,0.346,0.685
scutama01,2010,BOS,150,632,92,174,38,0,11,56,5,71,57,0.275,0.366,0.388,0.753
utleych01,2010,PHI,115,425,75,117,20,2,16,65,13,63,84,0.275,0.473,0.445,0.918
morelmi01,2012,TEX,114,327,41,90,18,0,15,50,1,71,29,0.275,0.364,0.468,0.832
leeca01,2011,HOU,155,585,66,161,38,4,18,94,4,60,70,0.275,0.395,0.446,0.841
callaal01,2010,KCA,88,349,40,96,19,2,8,43,3,29,21,0.275,0.335,0.410,0.745
pierrju01,2010,CHA,160,651,96,179,18,3,1,47,68,47,66,0.275,0.376,0.316,0.693
gonzaad01,2015,LAN,156,571,76,157,33,0,28,90,0,107,78,0.275,0.412,0.480,0.891
beltbr01,2012,SFN,145,411,47,113,27,6,7,56,12,106,62,0.275,0.426,0.421,0.847
dobbsgr01,2011,FLO,134,411,38,113,23,0,8,49,0,83,26,0.275,0.338,0.389,0.727
ludwiry01,2012,CIN,125,422,53,116,28,1,26,80,0,97,50,0.275,0.393,0.531,0.924
kinslia01,2014,DET,161,684,100,188,40,4,17,92,15,79,35,0.275,0.326,0.420,0.746
escobed01,2014,MIN,133,433,52,119,35,2,6,37,1,93,27,0.275,0.337,0.406,0.744
doumiry01,2012,MIN,134,484,56,133,34,1,18,75,0,98,41,0.275,0.360,0.461,0.820
phillbr01,2010,CIN,155,626,100,172,33,5,18,59,16,83,55,0.275,0.363,0.430,0.792
murphda07,2011,TEX,120,404,46,111,14,2,11,46,11,61,36,0.275,0.364,0.401,0.765
jonesch06,2011,ATL,126,455,56,125,33,1,18,70,2,80,61,0.275,0.409,0.470,0.879
zimmery01,2013,WAS,147,568,84,156,26,2,26,79,6,133,64,0.275,0.387,0.465,0.852
peraljh01,2015,SLN,155,579,64,159,26,1,17,71,1,111,61,0.275,0.380,0.411,0.791
zobribe01,2013,TBA,157,612,77,168,36,3,12,71,11,91,83,0.275,0.410,0.402,0.812
ibanera01,2010,PHI,155,561,75,154,37,5,16,83,4,108,79,0.275,0.415,0.444,0.859
hanigry01,2012,CIN,112,317,25,87,14,0,2,24,0,37,60,0.274,0.464,0.338,0.801
navardi01,2014,TOR,139,481,40,132,22,0,12,69,3,76,34,0.274,0.345,0.395,0.740
piefe01,2010,BAL,82,288,39,79,15,5,5,31,5,52,14,0.274,0.323,0.413,0.736
swihabl01,2015,BOS,84,288,47,79,17,1,5,31,4,77,19,0.274,0.340,0.392,0.733
bournmi01,2012,ATL,155,624,96,171,26,10,9,57,42,155,74,0.274,0.393,0.391,0.784
martile01,2014,TEX,155,533,68,146,13,7,7,40,31,114,44,0.274,0.356,0.364,0.720
matsuhi01,2010,LAA,145,482,55,132,24,1,21,84,0,98,74,0.274,0.427,0.459,0.886
weeksri01,2014,MIL,121,252,36,69,19,1,8,29,3,73,33,0.274,0.405,0.452,0.857
jonesga02,2012,PIT,145,475,68,130,28,3,27,86,2,103,35,0.274,0.347,0.516,0.863
castiwe01,2013,CHN,113,380,41,104,23,0,8,32,2,97,48,0.274,0.400,0.397,0.797
freimna01,2013,OAK,80,190,10,52,8,1,4,24,0,31,16,0.274,0.358,0.389,0.747
harpebr03,2013,WAS,118,424,71,116,24,3,20,58,11,94,70,0.274,0.439,0.486,0.925
walkene01,2011,PIT,159,596,76,163,36,4,12,83,9,112,63,0.273,0.379,0.408,0.787
cabreme01,2015,CHA,158,629,70,172,36,2,12,77,3,88,44,0.273,0.343,0.394,0.738
lombast02,2012,WAS,126,384,40,105,16,3,3,27,5,46,26,0.273,0.341,0.354,0.695
mesorde01,2014,CIN,114,384,54,105,25,0,25,80,1,103,57,0.273,0.422,0.534,0.956
maybejo02,2011,PHI,104,267,37,73,17,1,15,49,8,55,30,0.273,0.386,0.513,0.899
tomasya01,2015,ARI,118,406,40,111,19,3,9,48,5,110,19,0.273,0.320,0.401,0.722
bartoda02,2010,OAK,159,556,79,152,33,5,10,57,7,102,115,0.273,0.480,0.405,0.885
ramiral03,2014,CHA,158,622,82,170,35,2,15,74,21,81,30,0.273,0.322,0.408,0.730
lawribr01,2012,TOR,125,494,73,135,26,3,11,48,13,86,38,0.273,0.350,0.405,0.755
ackledu01,2011,SEA,90,333,39,91,16,7,6,36,6,79,41,0.273,0.396,0.417,0.814
penabr01,2015,CIN,108,333,17,91,17,0,0,18,2,34,32,0.273,0.369,0.324,0.694
carreez01,2015,TOR,91,172,27,47,8,0,3,26,2,45,13,0.273,0.349,0.372,0.721
alonsyo01,2012,SDN,155,549,47,150,39,0,9,62,3,101,74,0.273,0.408,0.393,0.801
kubelja01,2011,MIN,99,366,37,100,21,1,12,58,1,86,35,0.273,0.369,0.434,0.803
cabreas01,2011,CLE,151,604,87,165,32,3,25,92,17,119,60,0.273,0.373,0.460,0.833
hairsje02,2012,LAN,78,238,19,65,13,1,4,26,1,27,28,0.273,0.391,0.387,0.777
fukudko01,2011,CHN,87,293,33,80,15,2,3,13,2,57,48,0.273,0.437,0.369,0.805
frazito01,2014,CIN,157,597,88,163,22,1,29,80,20,139,61,0.273,0.375,0.459,0.834
forsylo01,2012,SDN,91,315,45,86,13,3,6,26,8,57,34,0.273,0.381,0.390,0.771
saltaja01,2013,BOS,121,425,68,116,40,0,14,65,4,139,46,0.273,0.381,0.466,0.847
wellsve01,2010,TOR,157,590,79,161,44,3,31,88,6,84,58,0.273,0.371,0.515,0.886
gardnbr01,2013,NYA,145,539,81,147,33,10,8,52,24,127,61,0.273,0.386,0.416,0.801
uptonju01,2010,ARI,133,495,73,135,27,3,17,69,18,152,73,0.273,0.420,0.442,0.863
parrage01,2012,ARI,133,385,58,105,21,2,7,36,15,77,41,0.273,0.379,0.392,0.771
jacksau01,2014,DET,100,374,52,102,25,5,4,33,9,85,37,0.273,0.372,0.398,0.770
sanchga01,2010,FLO,151,572,72,156,37,3,19,85,5,101,64,0.273,0.385,0.448,0.832
saundmi01,2014,SEA,78,231,38,63,11,3,8,34,4,59,27,0.273,0.390,0.450,0.840
harpebr03,2014,WAS,100,352,41,96,10,2,13,32,2,104,43,0.273,0.395,0.423,0.818
ortizda01,2015,BOS,146,528,73,144,37,0,37,108,0,95,93,0.273,0.449,0.553,1.002
moralke01,2012,LAA,134,484,61,132,26,1,22,73,0,116,36,0.273,0.347,0.467,0.814
torreyo01,2011,TEX,113,396,40,108,27,1,7,37,0,65,20,0.273,0.323,0.399,0.722
frazito01,2012,CIN,128,422,55,115,26,6,19,67,3,103,40,0.273,0.367,0.498,0.865
kearnau01,2010,CLE,84,301,42,82,18,1,8,42,4,78,41,0.272,0.409,0.419,0.827
pierzaj01,2013,TEX,134,503,48,137,24,1,17,70,1,76,22,0.272,0.316,0.425,0.742
encared01,2011,TOR,134,481,70,131,36,0,17,55,8,77,48,0.272,0.372,0.453,0.825
carpema01,2014,SLN,158,595,99,162,33,2,8,59,5,111,105,0.272,0.449,0.375,0.824
custja01,2010,OAK,112,349,50,95,19,0,13,52,2,127,73,0.272,0.481,0.438,0.920
browndo01,2013,PHI,139,496,65,135,21,4,27,83,8,97,45,0.272,0.363,0.494,0.857
rodrial01,2012,NYA,122,463,74,126,17,1,18,57,13,116,64,0.272,0.410,0.430,0.840
jacksau01,2015,SEA,107,419,46,114,18,3,8,38,15,107,25,0.272,0.332,0.387,0.718
zobribe01,2014,TBA,146,570,83,155,34,3,10,52,10,84,80,0.272,0.412,0.395,0.807
swishni01,2012,NYA,148,537,75,146,36,0,24,93,2,141,83,0.272,0.426,0.473,0.899
reddijo01,2015,OAK,149,526,67,143,25,4,20,77,10,65,50,0.272,0.367,0.449,0.816
bakerje03,2010,CHN,79,206,29,56,13,2,4,21,1,50,17,0.272,0.354,0.413,0.767
robincl01,2015,WAS,126,309,44,84,15,1,10,34,0,52,46,0.272,0.421,0.424,0.845
calhoko01,2014,LAA,127,493,90,134,31,3,17,58,5,104,40,0.272,0.353,0.450,0.803
suzukic01,2011,SEA,161,677,80,184,22,3,5,47,40,69,52,0.272,0.349,0.335,0.684
ethiean01,2013,LAN,142,482,54,131,33,2,12,52,4,95,79,0.272,0.436,0.423,0.859
hollima01,2014,SLN,156,574,83,156,37,0,20,90,4,100,95,0.272,0.437,0.441,0.878
carpema01,2015,SLN,154,574,101,156,44,3,28,84,4,151,92,0.272,0.432,0.505,0.937
ramoswi01,2013,WAS,78,287,29,78,9,0,16,59,0,42,16,0.272,0.328,0.470,0.798
jacksau01,2013,DET,129,552,99,150,30,7,12,49,8,129,56,0.272,0.373,0.417,0.790
pujolal01,2014,LAA,159,633,89,172,37,1,28,105,5,71,64,0.272,0.373,0.466,0.839
encared01,2013,TOR,142,530,90,144,29,1,36,104,7,62,93,0.272,0.447,0.534,0.981
hernace02,2015,PHI,127,405,57,110,20,4,1,35,19,86,43,0.272,0.378,0.348,0.726
raburry01,2013,CLE,87,243,40,66,18,0,16,55,0,67,33,0.272,0.407,0.543,0.951
giavojo01,2015,LAA,129,453,51,123,25,5,4,49,2,59,34,0.272,0.347,0.375,0.722
theriry01,2011,SLN,132,442,46,120,26,1,1,47,4,41,33,0.271,0.346,0.342,0.688
walkene01,2014,PIT,137,512,74,139,25,3,23,76,2,88,58,0.271,0.385,0.467,0.852
larocad01,2012,WAS,154,571,76,155,35,1,33,100,1,138,74,0.271,0.401,0.510,0.911
butlebi03,2014,KCA,151,549,57,149,32,0,9,66,0,96,49,0.271,0.361,0.379,0.740
pencehu01,2012,PHI,101,398,59,108,15,2,17,59,4,85,41,0.271,0.374,0.447,0.822
ellsbja01,2014,NYA,149,575,71,156,27,5,16,70,39,93,57,0.271,0.370,0.419,0.790
markani01,2013,BAL,160,634,89,172,24,0,10,59,1,76,61,0.271,0.368,0.356,0.724
gordoal01,2015,KCA,104,354,40,96,18,0,13,48,2,92,70,0.271,0.469,0.432,0.901
denorch01,2010,SDN,99,284,41,77,15,2,9,36,8,51,32,0.271,0.384,0.433,0.817
ariasjo01,2013,SFN,102,225,17,61,9,2,1,19,1,33,6,0.271,0.298,0.342,0.640
andruel01,2013,TEX,156,620,91,168,17,4,4,67,42,97,57,0.271,0.363,0.331,0.694
cuddymi01,2010,MIN,157,609,93,165,37,5,14,81,7,93,69,0.271,0.384,0.417,0.801
bourjpe01,2011,LAA,147,502,72,136,26,11,12,43,22,124,42,0.271,0.355,0.438,0.793
aybarer01,2013,LAA,138,550,68,149,33,5,6,54,12,59,27,0.271,0.320,0.382,0.702
damonjo01,2010,DET,145,539,81,146,36,5,8,51,11,90,73,0.271,0.406,0.401,0.807
cruzne02,2014,BAL,159,613,87,166,32,2,40,108,4,140,68,0.271,0.382,0.525,0.907
torreyo01,2010,SDN,95,325,31,88,14,0,7,37,7,67,38,0.271,0.388,0.378,0.766
gonzaca01,2015,COL,153,554,87,150,25,2,40,97,2,133,53,0.271,0.366,0.540,0.906
cervefr01,2010,NYA,93,266,27,72,11,3,0,38,1,42,40,0.271,0.421,0.335,0.756
spangco01,2015,SDN,108,303,38,82,17,5,4,21,9,75,31,0.271,0.373,0.399,0.772
rosalad01,2010,OAK,80,255,31,69,8,2,7,31,2,65,20,0.271,0.349,0.400,0.749
scutama01,2012,COL,95,377,47,102,16,3,4,30,7,35,31,0.271,0.353,0.361,0.714
heywaja01,2014,ATL,149,573,74,155,26,3,11,58,20,98,76,0.271,0.403,0.384,0.787
molinya01,2015,SLN,136,488,34,132,23,2,4,61,3,59,35,0.270,0.342,0.350,0.693
pradoma01,2014,ARI,106,403,44,109,17,4,5,42,2,57,29,0.270,0.342,0.370,0.712
hartco01,2012,MIL,149,562,91,152,35,4,30,83,5,151,60,0.270,0.377,0.507,0.884
mccanbr01,2011,ATL,128,466,51,126,19,0,24,71,3,89,73,0.270,0.427,0.466,0.893
kotsama01,2011,MIL,104,233,18,63,13,1,3,31,3,27,24,0.270,0.373,0.373,0.747
hosmeer01,2014,KCA,131,503,54,136,35,1,9,58,4,93,42,0.270,0.354,0.398,0.751
uptonju01,2014,ATL,154,566,77,153,34,2,29,102,8,171,67,0.270,0.389,0.491,0.880
cabreas01,2012,CLE,143,555,70,150,35,1,16,68,9,99,61,0.270,0.380,0.423,0.804
ortizda01,2010,BOS,145,518,86,140,36,1,32,102,0,145,98,0.270,0.459,0.529,0.988
ellisma01,2013,LAN,126,433,46,117,13,2,6,48,4,74,38,0.270,0.358,0.351,0.709
rosarwi01,2012,COL,117,396,67,107,19,0,28,71,4,99,28,0.270,0.341,0.530,0.871
harpebr03,2012,WAS,139,533,98,144,26,9,22,59,18,120,58,0.270,0.379,0.477,0.856
norride01,2014,OAK,127,385,46,104,19,1,10,55,2,86,57,0.270,0.418,0.403,0.821
rodrial01,2010,NYA,137,522,74,141,29,2,30,125,4,98,63,0.270,0.391,0.506,0.897
pierzaj01,2010,CHA,128,474,43,128,29,0,9,56,3,39,23,0.270,0.319,0.388,0.707
jeterde01,2010,NYA,157,663,111,179,30,3,10,67,18,106,76,0.270,0.385,0.370,0.754
navada01,2014,BOS,113,363,41,98,21,0,4,37,4,81,44,0.270,0.391,0.361,0.752
solarya01,2015,SDN,152,526,63,142,33,4,14,63,1,56,40,0.270,0.346,0.428,0.774
utleych01,2014,PHI,155,589,74,159,36,6,11,78,10,85,78,0.270,0.402,0.407,0.810
davisch02,2012,BAL,139,515,75,139,20,0,33,85,2,169,50,0.270,0.367,0.501,0.868
theriry01,2012,SFN,104,352,45,95,16,1,0,28,13,47,26,0.270,0.344,0.321,0.665
longoev01,2015,TBA,160,604,74,163,35,1,21,73,3,132,65,0.270,0.377,0.435,0.813
aybarer01,2015,LAA,156,597,74,161,30,1,3,44,15,73,30,0.270,0.320,0.338,0.658
zobribe01,2012,TBA,157,560,88,151,39,7,20,74,14,103,107,0.270,0.461,0.471,0.932
mcdonda02,2010,BOS,117,319,40,86,18,3,9,34,9,85,33,0.270,0.373,0.429,0.803
ariasjo01,2012,SFN,112,319,30,86,13,5,5,34,5,44,22,0.270,0.339,0.389,0.727
perezhe01,2015,MIL,90,230,13,62,15,2,1,21,4,48,5,0.270,0.291,0.365,0.657
dewitbl01,2010,LAN,82,256,29,69,15,4,1,30,2,49,37,0.270,0.414,0.371,0.785
ellisaj01,2012,LAN,133,423,44,114,20,1,13,52,0,107,83,0.270,0.466,0.414,0.879
patteco01,2010,BAL,90,308,43,83,16,1,8,32,21,75,23,0.269,0.344,0.406,0.750
hardyjj01,2011,BAL,129,527,76,142,27,0,30,80,0,92,36,0.269,0.338,0.491,0.829
tejadmi01,2010,BAL,97,401,40,108,16,0,7,39,0,39,27,0.269,0.337,0.362,0.698
weeksri01,2011,MIL,118,453,77,122,26,2,20,49,9,107,61,0.269,0.404,0.468,0.872
mccanbr01,2010,ATL,143,479,63,129,25,0,21,77,5,98,93,0.269,0.463,0.453,0.916
dysonja01,2014,KCA,120,260,33,70,4,4,1,24,36,52,22,0.269,0.354,0.327,0.681
jonesad01,2015,BAL,137,546,74,147,25,3,27,82,3,102,35,0.269,0.333,0.474,0.808
heywaja01,2012,ATL,158,587,93,158,30,6,27,82,21,152,61,0.269,0.373,0.479,0.852
wrighda03,2014,NYN,134,535,54,144,30,1,8,63,8,113,51,0.269,0.364,0.374,0.738
olivomi01,2010,COL,112,394,55,106,17,6,14,58,7,117,33,0.269,0.353,0.449,0.802
ozunama01,2014,MIA,153,565,72,152,26,5,23,85,3,164,43,0.269,0.345,0.455,0.800
turneju01,2012,NYN,94,171,20,46,13,1,2,19,1,24,13,0.269,0.345,0.392,0.737
walkene01,2015,PIT,151,543,69,146,32,3,16,71,4,110,57,0.269,0.374,0.427,0.801
denorch01,2015,CHN,103,212,18,57,11,1,3,18,0,56,17,0.269,0.349,0.373,0.722
weeksri01,2010,MIL,160,651,112,175,32,4,29,83,11,184,101,0.269,0.424,0.464,0.888
sanomi01,2015,MIN,80,279,46,75,17,1,18,52,1,119,55,0.269,0.466,0.530,0.996
beltrca01,2012,SLN,151,547,83,147,26,1,32,97,13,124,82,0.269,0.419,0.495,0.914
ramiral03,2011,CHA,158,614,81,165,31,2,15,70,7,84,58,0.269,0.363,0.399,0.762
longoev01,2013,TBA,160,614,91,165,39,3,32,88,1,162,83,0.269,0.404,0.498,0.902
zobribe01,2011,TBA,156,588,99,158,46,6,20,91,19,128,80,0.269,0.405,0.469,0.874
bakerje03,2011,CHN,81,201,20,54,12,1,3,23,0,46,10,0.269,0.318,0.383,0.701
polloaj01,2013,ARI,137,443,64,119,28,5,8,38,12,82,36,0.269,0.350,0.409,0.758
rutlejo01,2014,COL,105,309,44,83,16,7,4,33,2,83,26,0.269,0.353,0.405,0.757
desmoia01,2010,WAS,154,525,59,141,27,4,10,65,17,109,36,0.269,0.337,0.392,0.730
hardyjj01,2014,BAL,141,529,56,142,28,0,9,52,0,104,34,0.268,0.333,0.372,0.705
rosarwi01,2015,COL,87,231,22,62,14,1,6,29,2,56,11,0.268,0.316,0.416,0.732
trumbma01,2012,LAA,144,544,66,146,19,3,32,95,4,153,43,0.268,0.347,0.491,0.838
encared01,2014,TOR,128,477,75,128,27,2,34,98,2,82,70,0.268,0.415,0.547,0.962
torrean02,2010,SFN,139,507,84,136,43,8,16,63,26,128,60,0.268,0.387,0.479,0.866
sandopa01,2010,SFN,152,563,61,151,34,3,13,63,3,81,60,0.268,0.375,0.409,0.783
venabwi01,2013,SDN,151,481,64,129,22,8,22,53,22,118,35,0.268,0.341,0.484,0.825
coghlch01,2010,FLO,91,358,60,96,20,3,5,28,10,84,38,0.268,0.374,0.383,0.757
francbe01,2010,PHI,88,179,24,48,13,0,6,28,8,35,17,0.268,0.363,0.441,0.804
carroja01,2012,MIN,138,470,65,126,18,1,1,40,9,65,56,0.268,0.387,0.317,0.704
rolliji01,2011,PHI,142,567,87,152,22,2,16,63,30,59,66,0.268,0.384,0.399,0.783
santaca01,2013,CLE,154,541,75,145,39,1,20,74,3,110,103,0.268,0.458,0.455,0.913
parrage01,2013,ARI,156,601,79,161,43,4,10,48,10,100,54,0.268,0.358,0.403,0.760
seageky01,2014,SEA,159,590,71,158,27,4,25,96,7,118,63,0.268,0.375,0.454,0.829
ruizca01,2013,PHI,92,310,30,83,16,0,5,37,1,39,28,0.268,0.358,0.368,0.726
hardyjj01,2010,MIN,101,340,44,91,19,3,6,38,1,54,29,0.268,0.353,0.394,0.747
tholejo01,2011,NYN,114,340,22,91,17,0,3,40,0,47,48,0.268,0.409,0.344,0.753
hudsoor01,2010,MIN,126,497,80,133,24,5,6,37,10,87,54,0.268,0.376,0.372,0.748
willijo03,2010,WAS,114,370,54,99,19,2,16,56,8,85,79,0.268,0.481,0.459,0.941
pauliro01,2011,NYN,78,228,19,61,13,0,2,19,0,38,19,0.268,0.351,0.351,0.702
arenano01,2013,COL,133,486,49,130,29,4,10,52,2,72,25,0.267,0.319,0.405,0.724
ramoswi01,2011,WAS,113,389,48,104,22,1,15,52,0,76,48,0.267,0.391,0.445,0.835
maybica01,2015,ATL,141,505,65,135,18,2,10,59,23,102,47,0.267,0.360,0.370,0.731
morneju01,2012,MIN,134,505,63,135,26,2,19,77,1,102,63,0.267,0.392,0.440,0.832
blumge01,2010,HOU,93,202,22,54,10,1,2,22,0,33,18,0.267,0.356,0.356,0.713
lemahdj01,2014,COL,149,494,59,132,15,5,5,42,10,97,42,0.267,0.352,0.348,0.700
rosared01,2015,MIN,122,453,60,121,18,15,13,50,11,118,18,0.267,0.307,0.459,0.766
rosarwi01,2014,COL,106,382,46,102,25,0,13,54,1,70,28,0.267,0.340,0.435,0.775
loneyja01,2010,LAN,161,588,67,157,41,2,10,88,10,95,65,0.267,0.378,0.395,0.772
eckstda01,2010,SDN,116,442,49,118,23,0,1,29,8,35,36,0.267,0.348,0.326,0.674
chaveen01,2013,SEA,97,266,22,71,10,0,2,14,1,31,10,0.267,0.305,0.327,0.632
hanigry01,2011,CIN,91,266,27,71,6,0,6,31,0,32,40,0.267,0.417,0.357,0.774
ramoswi01,2014,WAS,88,341,32,91,12,0,11,47,0,57,19,0.267,0.323,0.399,0.721
beckhgo01,2013,CHA,103,371,46,99,22,1,5,24,5,56,34,0.267,0.358,0.372,0.730
rossco01,2012,BOS,130,476,70,127,34,1,22,81,2,129,48,0.267,0.368,0.481,0.849
reverbe01,2011,MIN,117,450,56,120,9,5,0,30,34,41,29,0.267,0.331,0.309,0.640
youngde03,2012,DET,151,574,54,153,27,1,18,74,0,112,28,0.267,0.315,0.411,0.726
tabatjo01,2011,PIT,91,334,53,89,18,1,4,21,16,61,45,0.266,0.401,0.362,0.763
seageky01,2015,SEA,161,623,85,166,37,0,26,74,6,98,65,0.266,0.371,0.451,0.822
burrepa01,2010,SFN,96,289,41,77,16,0,18,51,0,77,51,0.266,0.443,0.509,0.952
gordoal01,2014,KCA,156,563,87,150,34,1,19,74,12,126,81,0.266,0.410,0.432,0.842
guyerbr01,2014,TBA,97,259,37,69,15,1,3,26,6,52,27,0.266,0.371,0.367,0.737
smithse01,2014,SDN,136,443,55,118,31,5,12,48,1,87,76,0.266,0.438,0.440,0.878
cruzne02,2013,TEX,109,413,49,110,18,0,27,76,5,109,41,0.266,0.366,0.506,0.872
rodriiv01,2010,WAS,111,398,32,106,18,1,4,49,2,66,19,0.266,0.314,0.347,0.661
sogarer01,2013,OAK,130,368,45,98,24,3,2,35,10,51,34,0.266,0.359,0.364,0.723
phillbr01,2014,CIN,121,462,44,123,25,0,8,51,2,74,30,0.266,0.331,0.372,0.703
gomesjo01,2010,CIN,148,511,77,136,24,3,18,86,5,123,54,0.266,0.372,0.431,0.802
fowlede01,2011,COL,125,481,84,128,35,15,5,45,12,130,77,0.266,0.426,0.432,0.859
maldoma01,2012,MIL,78,233,22,62,9,0,8,30,1,56,19,0.266,0.348,0.408,0.755
brantmi02,2011,CLE,114,451,63,120,24,4,7,46,13,76,39,0.266,0.353,0.384,0.736
braunry02,2014,MIL,135,530,68,141,30,6,19,81,11,113,50,0.266,0.360,0.453,0.813
montemi01,2010,ARI,85,297,36,79,20,2,9,43,0,71,34,0.266,0.380,0.438,0.818
ishiktr01,2010,SFN,116,158,18,42,11,0,3,22,0,29,15,0.266,0.361,0.392,0.753
sanchga01,2011,FLO,159,572,72,152,35,0,19,78,3,97,84,0.266,0.413,0.427,0.839
howarry01,2013,PHI,80,286,34,76,20,2,11,43,0,95,29,0.266,0.367,0.465,0.832
bloomwi01,2011,ARI,97,350,44,93,10,2,4,26,20,51,30,0.266,0.351,0.340,0.691
youngde03,2011,MIN,84,305,26,81,16,0,4,32,1,55,20,0.266,0.331,0.357,0.689
blancgr01,2013,SFN,141,452,50,120,17,6,3,41,14,95,57,0.265,0.392,0.350,0.741
rossco01,2010,FLO,120,452,60,120,24,3,11,58,9,100,38,0.265,0.350,0.405,0.754
bournmi01,2010,HOU,141,535,84,142,25,6,2,38,52,109,67,0.265,0.391,0.346,0.736
